onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
639.936	0.0	Experiment start	7	159984	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
640.436	0.0	Experiment start	7	160109	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
640.936	0.0	Experiment start	7	160234	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
641.44	0.0	Experiment start	7	160360	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
641.94	0.0	Experiment start	7	160485	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
736.72	0.0	201	1	184180	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
771.772	0.0	202	2	192943	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
787.656	75.78099999999995	The Shawshank Redemption	22	196914	Inspiration	positive	22	4.089457194010416	3.3263102213541664	3.9881998697916665	1.5982137044270832	1.23157958984375	0.9151326497395833	0.63240966796875	0.98565673828125	2.9603597005208333	4.1040405273437495	6.476737467447917	5.6303344726562505
937.9	73.269	Mr. Bean	17	234475	Amusement	positive	19	4.61143798828125	1.4679890950520833	1.485791015625	4.716768391927083	1.27532958984375	1.27532958984375	1.0253621419270833	0.7150105794270833	1.4634318033854168	3.446053059895833	1.6647216796875	2.62457275390625
1085.612	67.63599999999997	Harry Potter Ⅰ	10	271403	Joy	positive	25	2.390555826822917	1.9250284830729167	1.6859130859375	0.9507649739583334	0.9354980468749999	0.9958536783854167	0.9867106119791667	0.8986979166666667	1.4074625651041668	3.118754069010417	0.5805704752604166	2.5949218750000003
1232.112	77.48700000000008	Sex and the City Ⅱ	20	308028	Tenderness	positive	28	3.8961425781250005	4.593806966145833	2.4460123697916667	1.7054239908854165	1.60841064453125	1.4242390950520833	0.8576538085937501	0.7628621419270833	1.3138387044270834	2.8302775065104164	0.07636311848958333	2.1078328450520836
1473.832	105.80399999999986	The Exorcist	21	368458	Fear	negative	9	1.5765380859375	1.4039021809895833	2.351220703125	0.6453409830729167	1.1032063802083334	4.422196451822916	3.96142578125	0.61600341796875	4.159724934895833	2.4668904622395833	0.0	0.14136149088541666
1666.272	82.05600000000004	Gangs of New York	9	416568	Sadness	negative	12	2.5326578776041666	4.208003743489583	2.91134033203125	1.7956298828125001	1.5161539713541665	0.9731526692708332	1.8853515625000001	3.8135416666666666	2.0684977213541664	2.556925455729167	0.09046223958333333	2.4015787760416667
1849.736	73.21100000000001	City of Life and Death	4	462434	Anger	negative	3	1.1069376627604166	0.46116943359375007	1.3921956380208333	0.24899902343749997	4.663675944010416	1.4715494791666668	1.4715494791666668	5.158882649739583	4.2945068359375	1.1342529296875001	0.06585286458333334	1.1993652343749999
1994.536	90.52199999999971	Hellraiser	11	498634	Disgust	negative	6	0.5829345703125001	0.04907633463541666	0.06109619140625	0.10179850260416667	0.08146158854166666	4.044026692708334	3.279854329427083	3.279854329427083	4.335038248697916	1.8700846354166667	0.059586588541666666	0.04685465494791667
2245.092	34.126000000000204	My Neighbor Totoro	18	561273	Joy	positive	23	3.637174479166667	4.23682861328125	2.524169921875	1.4888387044270832	0.21524658203125	0.19744466145833334	0.09857991536458333	0.6121012369791667	2.00711669921875	3.999763997395833	5.328299967447917	4.8249755859375005
2358.36	63.141000000000076	 The Pursuit of Happiness	27	589590	Tenderness	positive	26	3.6626383463541665	4.811417643229166	4.15257568359375	0.6205891927083333	0.21493326822916667	0.0546875	0.06263427734375	0.2705607096354167	3.724503580729167	4.072993977864583	0.14079182942708335	3.1623046875000003
2492.88	55.91599999999971	Modern Times	16	623220	Amusement	positive	17	3.0349853515625003	2.3030558268229164	1.71983642578125	2.797066243489583	0.6631429036458334	0.26429443359375	0.07351481119791667	1.9097900390625	2.4446451822916666	3.525093587239583	1.1720784505208335	1.7952880859375
2637.784	129.10800000000017	Forrest Gump	8	659446	Inspiration	positive	20	4.8132690429687495	4.772908528645834	5.258772786458334	3.008524576822917	1.3579305013020835	0.43707275390625	0.3836669921875	1.14613037109375	3.839973958333333	4.123038736979167	6.507242838541666	6.055985514322916
2911.632	77.09799999999996	The Theory of Everything	24	727908	Inspiration	positive	21	3.751961263020833	4.716084798177084	5.499910481770833	0.4882853190104166	0.26765543619791665	0.19388427734375	0.1837158203125	1.2063151041666667	4.126285807291667	4.751717122395833	1.22431640625	1.9082519531249997
3072.984	69.70599999999968	Minions	15	768246	Amusement	positive	18	4.756787109375	3.3724527994791664	2.4580322265625	4.405562337239584	1.5928019205729167	0.9877360026041667	0.8016845703125001	0.8478271484375001	2.957967122395833	3.6393391927083334	5.276546223958333	5.256180826822916
3215.052	54.14200000000028	Juno	14	803763	Tenderness	positive	27	3.00106201171875	4.1148925781250005	3.7740356445312497	0.77117919921875	0.6661905924479167	0.45760904947916664	0.45760904947916664	0.6843343098958333	2.3896728515625	3.3205281575520833	0.21370849609375	1.3930216471354167
3342.072	37.24800000000005	Night at the Museum Ⅲ	19	835518	Joy	positive	24	4.531742350260417	4.971492513020833	3.3198730468749997	2.00592041015625	0.9065307617187501	1.2056315104166666	1.0279256184895833	0.8556315104166667	3.0170125325520836	3.52947998046875	0.3856892903645833	1.6616739908854168
3528.608	63.9369999999999	Documentary about the Nanjing Massacre	6	882152	Anger	negative	2	1.1320597330729165	1.1113525390624999	2.4000406901041664	0.21527506510416666	4.7147460937500005	1.6394571940104168	2.188895670572917	4.41627197265625	4.339595540364583	2.27286376953125	0.35111083984374997	0.3177001953125
3669.56	60.266000000000076	The Shining	23	917390	Fear	negative	8	1.0487752278645832	1.1352783203124999	2.1063232421875	0.19134928385416666	1.5182047526041667	2.3067586263020834	4.583467610677083	0.65924072265625	3.8481486002604166	1.6615030924479166	0.06804606119791667	0.04517415364583333
3796.336	60.164999999999964	Departures	5	949084	Sadness	negative	11	0.9280354817708333	1.2921346028645835	0.9519612630208333	0.4893107096354167	0.40061442057291663	0.41622314453125003	0.45185546874999993	2.8961018880208336	4.136767578125	2.3393432617187497	0.25697428385416665	0.6516072591145834
3920.08	69.36400000000003	Indiana Jones and the Last Crusade	13	980020	Disgust	negative	5	2.1031046549479164	1.2436279296875001	1.2604329427083334	1.2734781901041665	1.4915730794270834	3.853731282552083	2.4088704427083334	1.38658447265625	3.9504028320312505	2.288614908854167	0.24119466145833332	0.11367594401041667
4128.828	38.917999999999665	Blue	3	1032207	\	neutral	15	3.3419189453125	2.1982381184895834	2.4169881184895834	1.2738199869791667	0.8576538085937501	0.9135945638020834	0.6807739257812501	0.5841023763020834	3.5213623046875	3.736722819010417	0.11826171875000001	0.07060953776041667
4235.44	43.061000000000604	Blue	3	1058860	\	neutral	16	2.634256998697917	1.7118611653645832	1.7422241210937501	1.2312662760416666	0.9561767578125	0.5513753255208333	0.43724365234375	1.6732096354166668	3.5457722981770834	3.21981201171875	0.14759928385416665	1.21055908203125
4342.028	44.310999999999694	Blue	3	1085507	\	neutral	14	2.2593058268229167	2.1292236328125003	1.7912434895833336	0.9560343424479166	0.86004638671875	0.8244425455729167	0.6565348307291667	0.8040771484375	0.4745564778645833	3.567305501302083	0.10997314453124998	0.03076171875
4448.432	35.085000000000036	Blue	3	1112108	\	neutral	13	1.4235555013020833	1.36505126953125	1.1590047200520832	1.1284708658854168	0.734521484375	0.30277506510416663	0.11774902343750002	0.3332804361979167	0.6093953450520833	3.2237426757812497	0.07807210286458333	0.6158325195312501
4625.928	78.63699999999972	Trainspotting	26	1156482	Disgust	negative	4	1.6231648763020834	1.242431640625	1.3562215169270835	2.299979654947917	1.0843790690104167	2.7447998046874997	2.0591552734375003	0.19929606119791665	1.30908203125	2.324076334635417	0.13130696614583331	0.7004557291666667
