onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
9.383	0.0	Experiment start	7	9383	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.884	0.0	Experiment start	7	9884	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.384	0.0	Experiment start	7	10384	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.885	0.0	Experiment start	7	10885	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.387	0.0	Experiment start	7	11387	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.381	0.0	201	1	23381	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.495	0.0	202	2	58495	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.32	63.11500000000001	 The Pursuit of Happiness	27	77320	Tenderness	positive	26	1.4583333333333335	2.275	1.2177083333333334	0.7000000000000001	0.07291666666666666	0.13125	0.109375	0.23333333333333334	1.4437499999999999	1.1010416666666667	1.1010416666666667	1.8885416666666666
211.819	129.134	Forrest Gump	8	211819	Inspiration	positive	20	1.7864583333333333	0.8458333333333333	3.6968749999999995	3.7624999999999997	0.24791666666666667	0.18958333333333333	0.29166666666666663	0.5833333333333333	2.6760416666666664	2.1875	3.7624999999999997	3.244791666666667
415.395	34.113	My Neighbor Totoro	18	415395	Joy	positive	23	4.258333333333333	3.2375000000000003	2.2531250000000003	3.244791666666667	0.08020833333333333	0.0	0.10208333333333333	0.16770833333333335	4.010416666666666	4.59375	4.2437499999999995	4.863541666666666
518.871	55.91899999999998	Modern Times	16	518871	Amusement	positive	17	4.221875	2.6322916666666667	1.6187500000000001	5.8843749999999995	0.03645833333333333	0.043750000000000004	0.051041666666666666	0.051041666666666666	4.214583333333334	2.763541666666667	3.8500000000000005	2.93125
690.431	75.78300000000002	The Shawshank Redemption	22	690431	Inspiration	positive	22	1.2906250000000001	0.6927083333333333	2.5812500000000003	0.34270833333333334	1.8958333333333333	3.2302083333333336	1.5895833333333333	1.1083333333333334	5.621875	2.0270833333333336	0.525	0.38645833333333335
830.081	67.62099999999998	Harry Potter Ⅰ	10	830081	Joy	positive	25	4.426041666666666	2.93125	0.8968749999999999	0.40104166666666663	0.10208333333333333	0.08020833333333333	0.10208333333333333	0.15312499999999998	5.155208333333333	2.6687499999999997	4.958333333333334	4.2
955.503	77.46799999999996	Sex and the City Ⅱ	20	955503	Tenderness	positive	28	4.426041666666666	5.723958333333334	2.40625	0.284375	0.284375	0.31354166666666666	0.34270833333333334	0.371875	5.563541666666667	4.170833333333333	1.596875	3.5145833333333334
1103.803	73.25199999999995	Mr. Bean	17	1103803	Amusement	positive	19	3.660416666666667	0.9187500000000001	0.8604166666666666	5.833333333333334	0.30624999999999997	0.30624999999999997	0.29166666666666663	0.31354166666666666	3.0114583333333336	4.469791666666667	6.890625	5.621875
1301.041	105.78300000000013	The Exorcist	21	1301041	Fear	negative	9	0.021875000000000002	0.058333333333333334	0.058333333333333334	0.7072916666666667	3.8718749999999997	6.008333333333333	4.520833333333334	0.4375	6.022916666666667	0.42291666666666666	0.36458333333333337	0.371875
1472.247	82.03700000000003	Gangs of New York	9	1472247	Sadness	negative	12	0.6052083333333333	1.6552083333333334	0.6927083333333333	0.20416666666666666	1.3416666666666668	0.34270833333333334	2.384375	4.994791666666666	4.666666666666666	1.684375	0.678125	0.56875
1615.111	73.17099999999982	City of Life and Death	4	1615111	Anger	negative	3	0.34270833333333334	0.34270833333333334	0.42291666666666666	0.4375	1.2104166666666667	3.5729166666666665	0.9552083333333332	3.0114583333333336	5.5562499999999995	0.24062500000000003	0.49583333333333335	0.6416666666666666
1752.43	90.55499999999984	Hellraiser	11	1752430	Disgust	negative	6	0.40104166666666663	0.38645833333333335	0.39375	0.15312499999999998	0.13125	6.854166666666666	1.1520833333333333	0.24791666666666667	6.715625	3.36875	1.3489583333333335	1.9760416666666667
1960.366	69.67699999999991	Minions	15	1960366	Amusement	positive	18	5.301041666666666	0.42291666666666666	1.1520833333333333	6.8031250000000005	0.25520833333333337	0.25520833333333337	0.24791666666666667	0.27708333333333335	4.345833333333333	3.930208333333333	2.8000000000000003	4.309375
2090.138	54.16899999999987	Juno	14	2090138	Tenderness	positive	27	4.097916666666666	2.6906250000000003	1.9250000000000003	0.7218749999999999	0.45937500000000003	0.29166666666666663	0.14583333333333331	0.38645833333333335	5.534375	4.207291666666666	1.5239583333333333	1.1958333333333333
2202.183	37.23100000000022	Night at the Museum Ⅲ	19	2202183	Joy	positive	24	4.936458333333333	1.2906250000000001	3.0625	1.2614583333333333	0.058333333333333334	0.08020833333333333	0.08750000000000001	0.109375	4.863541666666666	5.177083333333334	2.7854166666666664	2.0343750000000003
2298.281	77.11900000000014	The Theory of Everything	24	2298281	Inspiration	positive	21	1.6770833333333335	0.875	4.8125	0.7729166666666667	0.18229166666666669	0.14583333333333331	0.08750000000000001	0.15312499999999998	3.8500000000000005	3.6531249999999997	2.1218749999999997	1.203125
2499.224	60.146999999999935	Departures	5	2499224	Sadness	negative	11	0.08020833333333333	2.3552083333333336	0.634375	0.09479166666666666	0.10208333333333333	0.109375	1.4437499999999999	5.534375	5.796875	0.6854166666666667	1.1375	1.9250000000000003
2627.749	69.38800000000037	Indiana Jones and the Last Crusade	13	2627749	Disgust	negative	5	0.25520833333333337	0.284375	0.27708333333333335	1.4583333333333335	0.2625	5.301041666666666	2.625	1.0427083333333333	6.577083333333333	0.8604166666666666	1.0864583333333333	0.6052083333333333
2760.389	63.935999999999694	Documentary about the Nanjing Massacre	6	2760389	Anger	negative	2	0.196875	0.196875	0.21875	0.21875	3.6531249999999997	1.4291666666666667	1.9760416666666667	0.5760416666666667	3.470833333333333	4.207291666666666	2.114583333333333	0.8458333333333333
2884.626	60.26599999999962	The Shining	23	2884626	Fear	negative	8	0.6927083333333333	0.16041666666666665	0.13125	0.18958333333333333	0.21145833333333333	0.23333333333333334	3.4416666666666664	0.9989583333333333	6.569791666666667	1.4000000000000001	4.980208333333334	6.482291666666667
3051.909	35.103000000000065	Blue	3	3051909	\	neutral	13	0.07291666666666666	0.08020833333333333	0.10208333333333333	0.109375	0.109375	0.16770833333333335	0.31354166666666666	0.6052083333333333	0.6052083333333333	3.5	4.739583333333334	3.8937500000000003
3151.495	38.922000000000025	Blue	3	3151495	\	neutral	15	0.24791666666666667	0.39375	0.23333333333333334	0.23333333333333334	0.17500000000000002	0.16770833333333335	0.18958333333333333	0.4739583333333333	1.4437499999999999	3.5364583333333335	3.930208333333333	5.373958333333333
3256.244	44.32499999999982	Blue	3	3256244	\	neutral	14	0.058333333333333334	0.058333333333333334	0.058333333333333334	0.065625	0.07291666666666666	0.10208333333333333	0.08020833333333333	0.13854166666666667	0.13125	3.6822916666666665	2.75625	3.5656250000000003
3360.782	43.07199999999966	Blue	3	3360782	\	neutral	16	0.18958333333333333	0.18958333333333333	0.21145833333333333	0.24062500000000003	0.26979166666666665	0.2989583333333333	0.31354166666666666	0.3354166666666667	1.1447916666666667	3.2666666666666666	1.4510416666666668	0.875
3515.201	81.13700000000017	The Tokyo Trial	25	3515201	Anger	negative	1	0.08750000000000001	0.12395833333333334	0.13854166666666667	0.15312499999999998	4.148958333333333	0.109375	0.12395833333333334	0.196875	5.075	4.15625	2.275	0.14583333333333331
3656.617	56.08399999999983	The Shining	23	3656617	Fear	negative	7	0.13125	0.13854166666666667	0.18229166666666669	0.18229166666666669	0.6708333333333334	0.17500000000000002	4.141666666666667	0.7072916666666667	5.191666666666666	3.9010416666666665	5.0531250000000005	3.2156249999999997
3770.477	78.654	Trainspotting	26	3770477	Disgust	negative	4	0.051041666666666666	0.09479166666666666	0.11666666666666667	1.8520833333333333	0.08020833333333333	6.839583333333334	0.34270833333333334	0.03645833333333333	6.825	1.4510416666666668	1.0645833333333332	0.196875
3907.046	45.090000000000146	In Bruges	12	3907046	Sadness	negative	10	0.051041666666666666	0.11666666666666667	0.11666666666666667	0.13125	0.13854166666666667	0.12395833333333334	0.17500000000000002	6.161458333333334	2.1218749999999997	1.2395833333333335	0.41562499999999997	0.6052083333333333
3972.861	0.0	201	1	3972861	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4007.967	0.0	202	2	4007967	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
