onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
411.992	0.0	Experiment start	7	102998	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
412.496	0.0	Experiment start	7	103124	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
412.996	0.0	Experiment start	7	103249	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
413.496	0.0	Experiment start	7	103374	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
414.0	0.0	Experiment start	7	103500	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
451.252	0.0	201	1	112813	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
486.312	0.0	202	2	121578	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
514.104	55.89999999999998	Modern Times	16	128526	Amusement	positive	17	4.2392211914062505	1.7956298828125001	2.6757853190104166	4.61229248046875	0.005155436197916667	0.0	0.01751708984375	0.03788248697916667	0.9248453776041666	2.9134195963541667	1.0817016601562501	3.971138509114583
672.592	63.122999999999934	 The Pursuit of Happiness	27	168148	Tenderness	positive	26	1.9053751627604167	4.142549641927083	2.1921427408854166	0.003788248697916667	0.00022786458333333334	0.015494791666666667	0.0	0.009228515625000001	0.8688476562499999	3.5299926757812505	0.0	3.061759440104167
849.716	34.129999999999995	My Neighbor Totoro	18	212429	Joy	positive	23	2.6087931315104167	0.8527262369791666	0.68009033203125	1.8526245117187499	1.5137898763020834	0.0	0.0	0.0	1.0318562825520834	3.4132975260416667	0.0	3.2925577799479164
1003.624	129.10799999999995	Forrest Gump	8	250906	Inspiration	positive	20	3.6068115234375	3.11043701171875	3.66448974609375	1.2460489908854167	0.004158528645833333	0.011791992187500001	0.015352376302083331	0.010595703125	3.5423828125000005	4.012638346354167	4.998807779947917	4.473067220052084
1362.524	105.78099999999995	The Exorcist	21	340631	Fear	negative	9	0.08214518229166667	0.02566324869791667	0.0	0.015323893229166666	3.5737711588541665	4.998494466145834	2.17724609375	0.009086100260416667	3.2135742187500003	0.9218831380208332	0.0	0.0
