onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
18.15	0.0	Experiment start	7	18150	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.652	0.0	Experiment start	7	18652	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.153	0.0	Experiment start	7	19153	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.653	0.0	Experiment start	7	19653	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.154	0.0	Experiment start	7	20154	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.789	0.0	201	1	25789	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.901	0.0	202	2	60901	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.017	54.53200000000001	Juno	14	73017	Tenderness	positive	27	4.238480631510416	3.8599121093749997	3.894034830729167	3.15059814453125	2.269844563802083	2.080546061197917	2.10333251953125	1.9520304361979166	2.9459187825520834	3.582230631510417	2.5769775390625003	3.570467122395833
237.152	77.39600000000002	The Theory of Everything	24	237152	Inspiration	positive	21	4.419746907552083	3.8955729166666666	4.828877766927084	2.6877766927083333	2.577290852864583	2.4127156575520834	2.3716145833333333	2.3336181640625	2.6612589518229166	4.143062337239583	3.4518920898437497	4.308349609375
399.207	37.543000000000006	Night at the Museum Ⅲ	19	399207	Joy	positive	24	4.0010742187499995	2.9560587565104166	2.5442789713541667	4.204842122395833	2.7078287760416666	2.5002156575520833	3.937386067708333	2.266682942708333	3.4888346354166666	2.8716918945312497	5.5700927734375005	3.681266276041667
519.128	69.98399999999992	Minions	15	519128	Amusement	positive	18	4.767325846354167	2.7584716796874997	2.47076416015625	5.253617350260416	2.5011271158854167	4.881144205729166	1.6245035807291668	1.8163370768229166	2.997273763020833	2.9984700520833334	5.2697387695312505	5.218184407552084
768.407	129.38599999999997	Forrest Gump	8	768407	Inspiration	positive	20	4.9373413085937505	3.5496175130208334	5.376066080729167	5.440665690104167	3.2619954427083333	3.497749837239583	1.7804768880208333	1.69915771484375	4.624226888020834	4.626448567708334	1.8353637695312501	4.2082885742187495
979.212	63.396999999999935	 The Pursuit of Happiness	27	979212	Tenderness	positive	26	5.706925455729166	5.771525065104166	5.638651529947916	1.69146728515625	1.0878824869791668	0.7944783528645833	0.8830891927083333	3.28509521484375	4.7928466796875	4.931160481770833	5.147688802083334	5.52685546875
1127.373	56.184999999999945	Modern Times	16	1127373	Amusement	positive	17	2.9675944010416666	2.1169189453125	2.0238362630208333	5.106388346354167	2.08359375	2.0610921223958334	2.0256591796875	5.018062337239583	2.7678710937499997	4.55888671875	4.71141357421875	2.515311686197917
1289.653	34.422000000000025	My Neighbor Totoro	18	1289653	Joy	positive	23	5.37586669921875	3.6585652669270834	2.324930826822917	5.5754760742187495	2.074564615885417	3.4310139973958336	1.491943359375	1.4677327473958335	3.0045654296874997	3.5547729492187505	2.1590454101562497	2.2945393880208336
1502.537	106.08400000000006	The Exorcist	21	1502537	Fear	negative	9	1.3216145833333335	1.341552734375	0.7829427083333333	0.6914835611979167	3.13692626953125	1.4850504557291666	3.9539062499999997	1.7559814453125	4.3920043945312495	2.7444010416666664	4.807914225260417	4.708479817708334
1704.483	82.32200000000012	Gangs of New York	9	1704483	Sadness	negative	12	1.9473592122395833	3.4899739583333336	2.09136962890625	1.4162923177083333	4.5545288085937505	1.6213704427083333	0.8516153971354167	4.917203776041667	5.472367350260416	5.03680419921875	4.405476888020834	4.793131510416666
1874.553	90.81299999999987	Hellraiser	11	1874553	Disgust	negative	6	1.3260579427083332	0.7458577473958333	0.9705891927083332	0.13600667317708331	0.6648518880208334	5.730110677083333	3.6004597981770834	0.8295125325520833	3.6614135742187495	3.3791748046875	2.730415852864583	3.4062052408854164
2048.251	73.48499999999967	City of Life and Death	4	2048251	Anger	negative	3	0.8724650065104167	1.0050252278645835	5.096846516927084	0.06824544270833333	5.954842122395833	0.02560628255208333	0.017203776041666667	5.428133138020833	5.288167317708334	5.29169921875	5.343367513020834	1.6837483723958333
2296.293	77.74099999999999	Sex and the City Ⅱ	20	2296293	Tenderness	positive	28	3.6725504557291666	5.267203776041667	5.285233561197916	1.3694091796874999	1.23431396484375	1.2393839518229166	0.212255859375	5.7023681640624995	5.114278157552084	5.407368977864584	5.002567545572917	5.822880045572917
2451.1	76.0640000000003	The Shawshank Redemption	22	2451100	Inspiration	positive	22	2.119026692708333	0.9672566731770833	4.9859619140625	0.9674560546875001	1.1412312825520834	5.984208170572916	0.9965087890625001	0.8382283528645833	4.606795247395834	4.625736490885417	2.7758748372395834	2.0361979166666666
2608.719	73.5619999999999	Mr. Bean	17	2608719	Amusement	positive	19	3.5686442057291665	2.3615885416666664	4.7414916992187495	6.4630371093750005	2.0012491861979167	1.6201741536458334	0.9858846028645833	0.748193359375	4.556778971354166	4.7764404296875	7.0	6.974137369791666
2769.377	67.92099999999982	Harry Potter Ⅰ	10	2769377	Joy	positive	25	2.0531168619791664	1.8701131184895834	1.8473266601562501	0.7326985677083333	0.8513875325520833	4.82958984375	0.9311971028645833	0.9539835611979167	2.360249837239583	3.492195638020833	3.671354166666667	3.0842610677083333
3017.792	39.202000000000226	Blue	3	3017792	\	neutral	15	1.3045817057291667	1.3187662760416665	1.2858683268229165	0.7148681640625	3.660616048177083	0.9518473307291667	0.29927164713541665	3.726041666666667	3.725813802083333	3.3024129231770836	3.1539306640625	2.263037109375
