onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
308.808	0.0	Experiment start	7	77202	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
309.308	0.0	Experiment start	7	77327	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
309.808	0.0	Experiment start	7	77452	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
310.312	0.0	Experiment start	7	77578	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
310.812	0.0	Experiment start	7	77703	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
333.536	0.0	201	1	83384	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
368.592	0.0	202	2	92148	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
383.208	34.15699999999998	My Neighbor Totoro	18	95802	Joy	positive	23	3.590547688802083	3.557478841145833	0.054488118489583334	0.01734619140625	0.041613769531250004	0.028540039062499998	0.027543131510416666	0.2500528971354167	0.03671468098958333	0.030448404947916667	0.030790201822916665	0.012646484375000001
594.916	129.096	Forrest Gump	8	148729	Inspiration	positive	20	3.6666829427083334	0.02566324869791667	3.615470377604167	0.0071777343750000005	0.0312744140625	0.026859537760416666	0.01905517578125	0.024153645833333334	0.0	3.479178873697917	0.009769694010416666	3.3268798828125
800.264	55.909000000000106	Modern Times	16	200066	Amusement	positive	17	6.773531087239583	3.590889485677083	0.0	6.964794921875	0.022757975260416667	0.03583170572916666	0.0507568359375	0.041271972656249996	3.621736653645833	3.50982666015625	6.972627766927083	6.982625325520834
