onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
10.002	0.0	Experiment start	7	10002	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.503	0.0	Experiment start	7	10503	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.003	0.0	Experiment start	7	11003	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.503	0.0	Experiment start	7	11503	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.004	0.0	Experiment start	7	12004	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.065	0.0	201	1	30065	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.181	0.0	202	2	65181	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.79	77.11199999999998	The Theory of Everything	24	88790	Inspiration	positive	21	3.660416666666667	3.7041666666666666	6.679166666666667	0.196875	0.18958333333333333	3.660416666666667	3.726041666666667	3.6968749999999995	3.747916666666667	6.78125	6.744791666666666	3.9010416666666665
240.55	54.178	Juno	14	240550	Tenderness	positive	27	6.934375	6.861458333333333	6.890625	6.8031250000000005	0.196875	0.18229166666666669	0.196875	0.21145833333333333	6.671875	6.744791666666666	6.547916666666667	6.547916666666667
356.381	37.238000000000056	Night at the Museum Ⅲ	19	356381	Joy	positive	24	3.747916666666667	3.711458333333333	3.7552083333333335	3.777083333333333	0.16041666666666665	0.18229166666666669	0.18229166666666669	0.109375	3.6312500000000005	6.8031250000000005	6.6499999999999995	6.511458333333334
453.628	69.67599999999999	Minions	15	453628	Amusement	positive	18	3.5874999999999995	3.6531249999999997	0.14583333333333331	3.6312500000000005	0.18958333333333333	0.2625	0.2989583333333333	0.3208333333333333	3.6239583333333334	3.427083333333333	3.7406250000000005	3.638541666666667
660.66	43.07800000000009	Blue	3	660660	\	neutral	16	3.558333333333333	6.992708333333333	4.484375	0.4666666666666667	2.0124999999999997	0.35000000000000003	0.18229166666666669	0.26979166666666665	3.5729166666666665	6.51875	6.642708333333333	2.916666666666667
774.621	35.101	Blue	3	774621	\	neutral	13	2.6395833333333334	5.621875	5.64375	1.05	1.2104166666666667	0.9260416666666667	0.8822916666666667	0.9916666666666667	2.005208333333333	5.833333333333334	5.023958333333333	5.621875
874.208	44.315000000000055	Blue	3	874208	\	neutral	14	1.1229166666666668	3.9593750000000005	2.8000000000000003	1.26875	1.859375	2.041666666666667	1.4437499999999999	3.5	2.6687499999999997	1.0791666666666666	3.463541666666667	2.107291666666667
987.258	38.932000000000016	Blue	3	987258	\	neutral	15	4.907291666666667	6.117708333333333	6.671875	1.7791666666666666	0.6854166666666667	0.4739583333333333	0.546875	6.438541666666667	4.338541666666666	5.46875	2.6322916666666667	4.579166666666667
1148.025	63.10500000000002	 The Pursuit of Happiness	27	1148025	Tenderness	positive	26	4.754166666666666	6.810416666666667	6.788541666666667	0.25520833333333337	0.24791666666666667	0.17500000000000002	0.2260416666666667	5.301041666666666	6.467708333333333	6.394791666666666	6.489583333333334	6.569791666666667
1269.201	129.11599999999999	Forrest Gump	8	1269201	Inspiration	positive	20	2.223958333333333	3.4927083333333333	6.795833333333333	4.309375	0.6927083333333333	6.2124999999999995	1.2760416666666665	2.8291666666666666	2.4718750000000003	3.7624999999999997	0.25520833333333337	0.021875000000000002
1468.282	55.899000000000115	Modern Times	16	1468282	Amusement	positive	17	5.425	4.76875	5.971875	6.985416666666667	1.684375	1.70625	2.428125	3.726041666666667	3.0697916666666667	5.060416666666667	5.46875	6.248958333333333
1583.864	34.12200000000007	My Neighbor Totoro	18	1583864	Joy	positive	23	1.7645833333333334	1.5239583333333333	1.1447916666666667	0.7802083333333334	2.384375	0.634375	4.841666666666667	0.27708333333333335	2.0270833333333336	0.7000000000000001	1.2395833333333335	0.058333333333333334
1753.642	60.24299999999994	The Shining	23	1753642	Fear	negative	8	0.23333333333333334	0.3354166666666667	0.27708333333333335	0.29166666666666663	0.7364583333333333	6.227083333333333	6.919791666666667	3.5218750000000005	6.6499999999999995	0.37916666666666665	0.2260416666666667	0.23333333333333334
1880.534	69.38699999999994	Indiana Jones and the Last Crusade	13	1880534	Disgust	negative	5	1.4145833333333333	1.1302083333333335	1.1666666666666665	1.159375	1.2395833333333335	5.220833333333333	5.505208333333334	2.654166666666667	2.1218749999999997	0.5177083333333333	0.5322916666666666	0.6635416666666667
2023.844	63.92900000000009	Documentary about the Nanjing Massacre	6	2023844	Anger	negative	2	0.13125	0.16770833333333335	0.17500000000000002	0.17500000000000002	6.679166666666667	6.701041666666667	6.744791666666666	6.701041666666667	5.104166666666666	0.6489583333333333	0.6270833333333333	0.5104166666666667
2151.616	60.128999999999905	Departures	5	2151616	Sadness	negative	11	0.007291666666666667	0.13854166666666667	0.007291666666666667	0.021875000000000002	0.0	0.029166666666666667	0.007291666666666667	6.963541666666666	2.2458333333333336	0.014583333333333334	0.021875000000000002	0.109375
2338.163	75.78200000000015	The Shawshank Redemption	22	2338163	Inspiration	positive	22	0.014583333333333334	0.0	0.029166666666666667	0.029166666666666667	0.10208333333333333	6.620833333333334	6.722916666666666	0.4739583333333333	2.05625	0.021875000000000002	0.13125	0.196875
2477.655	73.24399999999969	Mr. Bean	17	2477655	Amusement	positive	19	6.948958333333334	6.890625	6.905208333333333	6.897916666666667	0.058333333333333334	0.10208333333333333	0.109375	0.11666666666666667	6.832291666666666	6.8687499999999995	6.8687499999999995	6.810416666666667
2611.855	77.46300000000019	Sex and the City Ⅱ	20	2611855	Tenderness	positive	28	5.315625	6.985416666666667	6.9781249999999995	0.24791666666666667	0.17500000000000002	0.18229166666666669	0.18958333333333333	0.13854166666666667	5.73125	6.4312499999999995	6.897916666666667	6.897916666666667
2744.927	67.60899999999992	Harry Potter Ⅰ	10	2744927	Joy	positive	25	4.163541666666667	5.0531250000000005	6.008333333333333	3.667708333333333	0.48125000000000007	0.4520833333333334	2.296875	0.6052083333333333	1.96875	5.723958333333334	1.6114583333333332	4.280208333333333
2936.686	90.54999999999973	Hellraiser	11	2936686	Disgust	negative	6	0.065625	0.043750000000000004	0.08750000000000001	0.08020833333333333	0.109375	6.927083333333334	6.934375	6.95625	0.051041666666666666	0.13125	0.10208333333333333	0.196875
3087.682	82.02500000000009	Gangs of New York	9	3087682	Sadness	negative	12	0.051041666666666666	0.4739583333333333	0.043750000000000004	0.058333333333333334	2.84375	5.0093749999999995	5.614583333333334	6.934375	0.08750000000000001	0.16041666666666665	0.18229166666666669	0.16770833333333335
3233.543	105.79599999999982	The Exorcist	21	3233543	Fear	negative	9	0.065625	0.021875000000000002	0.0	0.0	1.4000000000000001	6.992708333333333	6.992708333333333	7.0	0.0	0.0	0.0	0.058333333333333334
