onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
11.557	0.0	Experiment start	7	11557	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.058	0.0	Experiment start	7	12058	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.558	0.0	Experiment start	7	12558	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.059	0.0	Experiment start	7	13059	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.559	0.0	Experiment start	7	13559	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.942	0.0	201	1	16942	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.131	0.0	202	2	52131	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.316	129.4	Forrest Gump	8	66316	Inspiration	positive	20	3.4927083333333333	3.4343749999999997	5.840625	4.819791666666667	0.30624999999999997	0.196875	1.4875	0.8458333333333333	5.7093750000000005	5.461458333333333	4.73927001953125	5.038228352864584
275.008	63.21700000000004	 The Pursuit of Happiness	27	275008	Tenderness	positive	26	3.4489583333333336	2.5161376953125	3.500826009114583	4.2518676757812495	0.79561767578125	0.5622843424479167	1.5977010091145833	3.8216593424479166	4.703125	4.608333333333333	4.892708333333333	5.2129150390625005
408.917	34.22700000000003	My Neighbor Totoro	18	408917	Joy	positive	23	5.935416666666667	5.636458333333334	5.060416666666667	6.248958333333333	0.6635416666666667	0.44479166666666664	1.1156249999999999	0.3572916666666667	5.913541666666667	6.380208333333334	6.51875	6.547916666666667
506.262	56.02000000000004	Modern Times	16	506262	Amusement	positive	17	4.8999999999999995	4.484375	3.470833333333333	5.935416666666667	0.27708333333333335	0.19633382161458335	0.8088338216145834	1.1005004882812501	4.695833333333333	4.294791666666667	5.913541666666667	4.644791666666666
709.451	78.745	Trainspotting	26	709451	Disgust	negative	4	4.3968750000000005	3.1864583333333334	0.9187500000000001	5.679667154947916	0.6557088216145833	4.979951985677083	1.1952921549479165	0.6921671549479167	3.4927083333333333	3.2375000000000003	4.5062500000000005	4.127083333333333
851.273	56.180999999999926	The Shining	23	851273	Fear	negative	7	0.678125	0.40104166666666663	0.39375	0.34270833333333334	1.4583333333333335	0.5614583333333334	5.060416666666667	4.2	6.110416666666667	3.4713460286458333	1.1744710286458333	1.1817626953125
977.356	45.20600000000002	In Bruges	12	977356	Sadness	negative	10	0.284375	0.31354166666666666	0.2260416666666667	0.26979166666666665	0.75802001953125	0.35697835286458335	2.5882283528645833	5.431978352864583	5.483333333333333	2.5666666666666664	2.005208333333333	1.1302083333333335
1087.623	81.24399999999991	The Tokyo Trial	25	1087623	Anger	negative	1	0.56875	0.27708333333333335	0.38645833333333335	0.26979166666666665	5.811458333333333	2.4645833333333336	3.142708333333333	3.667708333333333	5.847916666666666	2.2746866861979167	2.02677001953125	1.3048950195312499
1322.644	43.166999999999916	Blue	3	1322644	\	neutral	16	3.390625	3.5947916666666666	1.3489583333333335	0.7145833333333333	0.65625	0.40104166666666663	1.6114583333333332	3.0770833333333334	3.609375	2.93125	3.798958333333333	3.9593750000000005
1434.501	39.03300000000013	Blue	3	1434501	\	neutral	15	3.667708333333333	4.447916666666666	3.3322916666666664	1.4947916666666665	0.284375	0.38645833333333335	0.59737548828125	1.7202921549479167	3.616666666666667	3.71875	4.491353352864584	3.900728352864583
1536.926	35.19800000000009	Blue	3	1536926	\	neutral	13	3.15726318359375	3.4051798502604167	1.38538818359375	0.5687215169270834	0.3280965169270833	0.49580485026041665	2.2530965169270836	1.75726318359375	3.660416666666667	3.616666666666667	4.404166666666667	3.5947916666666666
1631.691	44.42399999999998	Blue	3	1631691	\	neutral	14	3.71875	4.170833333333333	3.2229166666666664	0.5978881835937501	0.8239298502604167	0.4812215169270833	1.14476318359375	1.4218465169270833	4.046875	4.046875	4.039583333333333	4.447916666666666
1818.923	69.48399999999992	Indiana Jones and the Last Crusade	13	1818923	Disgust	negative	5	3.529166666666667	2.0927083333333334	1.2395833333333335	4.8125	1.09375	4.455208333333333	5.498429361979166	3.617179361979167	4.360416666666667	3.390625	4.484061686197917	3.5361450195312503
1956.983	60.36699999999996	The Shining	23	1956983	Fear	negative	8	0.12395833333333334	0.09479166666666666	0.08020833333333333	0.20416666666666666	0.9989583333333333	4.170833333333333	6.044791666666667	6.008333333333333	5.680208333333333	0.7000000000000001	4.426041666666666	0.44479166666666664
2083.725	60.25199999999995	Departures	5	2083725	Sadness	negative	11	0.11666666666666667	0.08020833333333333	0.07291666666666666	0.08750000000000001	0.08020833333333333	0.07291666666666666	1.5020833333333332	5.403125	5.315625	3.4562500000000003	4.455208333333333	3.303125
2209.257	64.04099999999971	Documentary about the Nanjing Massacre	6	2209257	Anger	negative	2	0.2625	0.07291666666666666	0.13854166666666667	0.16041666666666665	5.745833333333334	4.82677001953125	5.191353352864583	6.175728352864583	5.913541666666667	1.596875	5.439583333333333	0.2625
2417.19	75.88700000000017	The Shawshank Redemption	22	2417190	Inspiration	positive	22	0.13854166666666667	0.08750000000000001	4.498958333333333	0.2551798502604167	0.12392985026041667	1.2468465169270835	4.695804850260417	1.8083048502604164	4.6812499999999995	4.389583333333333	4.0687500000000005	3.747916666666667
2561.349	77.57199999999966	Sex and the City Ⅱ	20	2561349	Tenderness	positive	28	3.551041666666667	5.126041666666667	3.4927083333333333	4.520833333333334	0.051041666666666666	1.2614583333333333	0.5395833333333333	0.15312499999999998	4.0249999999999995	4.4624999999999995	4.221875	3.5874999999999995
2701.712	73.36500000000024	Mr. Bean	17	2701712	Amusement	positive	19	5.651041666666666	4.776041666666666	5.045833333333333	6.2562500000000005	0.5465616861979167	4.425728352864583	0.24760335286458332	0.09447835286458334	5.0093749999999995	5.73125	4.994478352864583	5.840311686197916
2833.734	67.7170000000001	Harry Potter Ⅰ	10	2833734	Joy	positive	25	5.184375	4.666666666666666	5.95	5.753125	0.15312499999999998	0.109375	2.6177083333333333	0.37916666666666665	5.563541666666667	5.826041666666667	6.095833333333333	6.205208333333333
3042.494	73.32099999999991	City of Life and Death	4	3042494	Anger	negative	3	0.07291666666666666	0.058333333333333334	0.029166666666666667	0.10208333333333333	6.307291666666666	3.5656250000000003	5.629166666666666	6.372916666666667	6.0375000000000005	0.6052083333333333	4.936458333333333	0.08020833333333333
3181.299	105.90700000000015	The Exorcist	21	3181299	Fear	negative	9	0.9989583333333333	0.525	0.328125	4.214583333333334	3.4489583333333336	5.7749999999999995	5.913541666666667	5.25	5.971875	3.390625	4.535416666666666	5.1187499999999995
3349.585	90.6289999999999	Hellraiser	11	3349585	Disgust	negative	6	0.07291666666666666	0.021875000000000002	0.0	0.065625	0.07291666666666666	6.810416666666667	6.445833333333333	3.5145833333333334	6.496875	3.310416666666667	3.0770833333333334	0.12395833333333334
3509.35	82.14400000000023	Gangs of New York	9	3509350	Sadness	negative	12	0.16770833333333335	4.272916666666667	3.740311686197917	0.22572835286458334	1.32677001953125	5.103853352864583	5.665311686197917	6.153853352864584	4.885416666666666	2.216666666666667	4.819791666666667	1.0572916666666665
