onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
386.232	0.0	Experiment start	7	96558	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
386.732	0.0	Experiment start	7	96683	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
387.232	0.0	Experiment start	7	96808	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
387.732	0.0	Experiment start	7	96933	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
388.232	0.0	Experiment start	7	97058	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
407.168	0.0	201	1	101792	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
442.224	0.0	202	2	110556	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
454.12	77.47899999999998	Sex and the City Ⅱ	20	113530	Tenderness	positive	28	4.605314127604167	5.915022786458334	3.599149576822917	0.08650309244791667	0.09311116536458333	0.059700520833333326	0.09023437499999999	0.0469970703125	1.2346557617187501	6.850691731770834	0.06890055338541667	4.285506184895834
625.804	67.644	Harry Potter Ⅰ	10	156451	Joy	positive	25	6.97633056640625	1.7754638671875003	1.7735839843749999	0.17779134114583334	0.030590820312499996	0.023299153645833334	0.04397786458333333	0.028710937500000002	6.9439453124999995	6.982084147135417	6.99957275390625	6.97376708984375
768.696	73.27499999999998	Mr. Bean	17	192174	Amusement	positive	19	6.962943522135417	1.3226684570312501	0.28953043619791663	6.964139811197917	0.04534505208333334	0.05329182942708333	0.06348876953125	0.04668375651041667	6.059061686197916	6.9317260742187505	4.4910400390625	6.960408528645834
918.684	75.77100000000007	The Shawshank Redemption	22	229671	Inspiration	positive	22	0.40739339192708335	0.057051595052083334	3.7143351236979165	0.059586588541666666	0.04397786458333333	0.052294921875000004	0.05414632161458333	0.04753824869791667	3.4560506184895834	3.4407836914062497	0.021931966145833336	1.7262736002604167
1170.584	55.906999999999925	Modern Times	16	292646	Amusement	positive	17	4.3148437500000005	0.04941813151041667	0.04941813151041667	5.340519205729167	0.04243977864583333	0.06722005208333334	0.03853759765625	0.7988077799479167	3.5293375651041665	3.5751098632812495	2.9057576497395834	4.434244791666666
1293.736	34.136999999999944	My Neighbor Totoro	18	323434	Joy	positive	23	3.572745768229167	3.557478841145833	0.074169921875	0.03856608072916667	0.024466959635416667	0.0009114583333333333	0.018029785156250002	0.004130045572916666	3.9222615559895835	5.770926920572917	6.477591959635417	6.754874674479167
1398.632	63.11999999999989	 The Pursuit of Happiness	27	349658	Tenderness	positive	26	4.893990071614583	6.972285970052083	0.30770263671875003	0.03548990885416667	0.0031046549479166667	0.010738118489583334	0.027856445312500002	0.020564778645833334	5.727689615885417	6.775724283854167	6.709928385416667	6.728413899739584
1533.872	129.10699999999997	Forrest Gump	8	383468	Inspiration	positive	20	5.866060384114583	0.056709798177083326	6.1931884765625	0.02480875651041667	0.009541829427083332	0.057877604166666666	0.07567952473958334	0.008858235677083333	6.727530924479167	6.823860677083333	6.968155924479166	6.606962076822917
