onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
11.091	0.0	Experiment start	7	11091	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.591	0.0	Experiment start	7	11591	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.092	0.0	Experiment start	7	12092	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.592	0.0	Experiment start	7	12592	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.093	0.0	Experiment start	7	13093	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.067	0.0	201	1	17067	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.177	0.0	202	2	52177	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
69.966	56.02300000000001	Modern Times	16	69966	Amusement	positive	17	5.505208333333334	3.6312500000000005	4.907291666666667	6.679166666666667	0.21875	0.014583333333333334	0.0	0.014583333333333334	0.11666666666666667	6.8687499999999995	6.890625	5.6875
209.083	63.212999999999994	 The Pursuit of Happiness	27	209083	Tenderness	positive	26	3.638541666666667	1.8156250000000003	3.5145833333333334	0.09479166666666666	0.0	0.3354166666666667	0.0804931640625	0.0804931640625	1.8083333333333336	1.6770833333333335	0.10208333333333333	2.8291666666666666
359.348	34.224999999999966	My Neighbor Totoro	18	359348	Joy	positive	23	3.6750000000000003	2.3552083333333336	4.863541666666666	3.609375	0.49583333333333335	0.058333333333333334	0.07291666666666666	0.765625	4.046875	3.7041666666666666	0.07291666666666666	3.455708821614583
480.692	129.22400000000005	Forrest Gump	8	480692	Inspiration	positive	20	3.769791666666667	2.479166666666667	5.672916666666667	2.3989583333333333	0.058333333333333334	0.043750000000000004	0.07291666666666666	0.051041666666666666	4.170833333333333	3.003853352864583	0.08718668619791667	5.39552001953125
807.001	105.91600000000005	The Exorcist	21	807001	Fear	negative	9	0.065625	1.0062499999999999	0.15312499999999998	0.678125	0.25520833333333337	3.8937500000000003	2.588541666666667	1.5458333333333334	1.859375	2.8364583333333333	0.13854166666666667	0.15312499999999998
989.58	73.32699999999988	City of Life and Death	4	989580	Anger	negative	3	0.13125	0.12395833333333334	0.058333333333333334	0.08750000000000001	3.6531249999999997	0.08750000000000001	0.07291666666666666	6.752083333333333	1.9614583333333333	2.5229166666666667	0.058333333333333334	3.995833333333333
1132.556	82.144	Gangs of New York	9	1132556	Sadness	negative	12	0.08020833333333333	0.09479166666666666	0.10208333333333333	0.11666666666666667	0.109375	1.4145833333333333	2.384375	4.695833333333333	2.5593749999999997	1.5385416666666667	0.109375	0.058333333333333334
1281.54	90.65100000000007	Hellraiser	11	1281540	Disgust	negative	6	0.065625	0.03645833333333333	0.10208333333333333	0.07291666666666666	0.08020833333333333	6.817708333333334	0.11666666666666667	0.08020833333333333	0.10208333333333333	0.07291666666666666	0.07291666666666666	0.09479166666666666
1506.076	81.24199999999996	The Tokyo Trial	25	1506076	Anger	negative	1	0.065625	0.5614583333333334	0.08750000000000001	1.6479166666666667	5.90625	0.07291666666666666	0.09479166666666666	2.3479166666666664	6.34375	3.4927083333333333	0.08750000000000001	2.107291666666667
1657.453	56.17399999999998	The Shining	23	1657453	Fear	negative	7	0.058333333333333334	0.7291666666666667	0.08020833333333333	0.051041666666666666	0.11666666666666667	0.21145833333333333	3.3468750000000003	1.9906249999999999	2.3114583333333334	3.6750000000000003	0.043750000000000004	1.3416666666666668
1777.57	45.197000000000116	In Bruges	12	1777570	Sadness	negative	10	2.0854166666666667	0.11666666666666667	0.21875	0.18958333333333333	0.5979166666666667	0.18958333333333333	1.4802083333333333	2.479166666666667	2.923958333333333	1.8156250000000003	0.08750000000000001	1.9760416666666667
1884.839	78.75099999999998	Trainspotting	26	1884839	Disgust	negative	4	1.0718750000000001	0.25520833333333337	0.17500000000000002	2.8874999999999997	0.21875	4.7250000000000005	1.0135416666666668	0.14583333333333331	3.2156249999999997	1.8302083333333334	0.109375	0.3208333333333333
2082.273	37.36200000000008	Night at the Museum Ⅲ	19	2082273	Joy	positive	24	3.71875	3.098958333333333	3.660416666666667	4.0249999999999995	0.11666666666666667	0.13125	0.11666666666666667	0.13125	4.323958333333334	3.8500000000000005	0.13854166666666667	5.410416666666666
2178.05	77.23000000000002	The Theory of Everything	24	2178050	Inspiration	positive	21	3.6458333333333335	2.8874999999999997	5.9281250000000005	0.74375	0.065625	0.08750000000000001	0.09479166666666666	0.09479166666666666	4.805208333333333	2.5739583333333336	0.11666666666666667	4.375
2313.379	54.25199999999995	Juno	14	2313379	Tenderness	positive	27	3.6458333333333335	1.3489583333333335	0.4375	0.051041666666666666	0.09479166666666666	0.09479166666666666	0.12395833333333334	1.2249999999999999	1.6187500000000001	1.1520833333333333	0.08750000000000001	0.11666666666666667
2431.196	69.80999999999995	Minions	15	2431196	Amusement	positive	18	5.29375	3.8645833333333335	2.2822916666666666	6.795833333333333	0.109375	0.051041666666666666	0.08020833333333333	0.051041666666666666	3.361458333333333	2.49375	0.07291666666666666	5.359375
