onset	duration	trial_type	value	sample	emotion_label	binary_label	video_index	Joy	Tenderness	Inspiration	Amusement	Anger	Disgust	Fear	Sadness	Arousal	Valence	Familiarity	Liking
9.326	0.0	Experiment start	7	9326	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.827	0.0	Experiment start	7	9827	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.328	0.0	Experiment start	7	10328	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.828	0.0	Experiment start	7	10828	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.33	0.0	Experiment start	7	11330	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.48	0.0	201	1	17480	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
52.603	0.0	202	2	52603	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
66.458	75.799	The Shawshank Redemption	22	66458	Inspiration	positive	22	0.6635416666666667	0.678125	0.9187500000000001	0.5979166666666667	0.5833333333333333	0.5541666666666667	0.5541666666666667	0.546875	1.5531249999999999	0.6854166666666667	0.634375	3.208333333333333
209.199	77.47699999999998	Sex and the City Ⅱ	20	209199	Tenderness	positive	28	1.8010416666666664	1.6041666666666665	0.9479166666666666	1.246875	0.6197916666666667	0.6416666666666666	0.49583333333333335	0.5177083333333333	1.421875	0.4520833333333334	0.5177083333333333	3.15
351.954	67.61199999999997	Harry Potter Ⅰ	10	351954	Joy	positive	25	2.005208333333333	2.0124999999999997	0.7000000000000001	1.1885416666666666	0.6124999999999999	0.525	0.5833333333333333	0.5322916666666666	1.6624999999999999	0.49583333333333335	5.847916666666666	2.6104166666666666
487.268	73.26600000000002	Mr. Bean	17	487268	Amusement	positive	19	2.5812500000000003	0.8020833333333333	0.7947916666666667	1.8375000000000001	0.6197916666666667	0.56875	0.5104166666666667	0.525	2.544791666666667	1.4000000000000001	6.7375	2.975
710.686	77.10299999999995	The Theory of Everything	24	710686	Inspiration	positive	21	2.5812500000000003	1.0208333333333335	2.49375	0.8677083333333333	0.7291666666666667	0.7218749999999999	0.56875	0.5760416666666667	2.7125	0.634375	4.754166666666666	3.0625
848.114	54.170999999999935	Juno	14	848114	Tenderness	positive	27	2.6906250000000003	1.9541666666666666	0.875	0.8166666666666667	0.9114583333333334	0.7875	0.7510416666666666	0.7802083333333334	2.479166666666667	1.159375	0.9625000000000001	2.8583333333333334
964.783	37.24199999999996	Night at the Museum Ⅲ	19	964783	Joy	positive	24	2.807291666666667	0.9260416666666667	0.6124999999999999	0.6708333333333334	0.678125	0.5906250000000001	0.6854166666666667	0.546875	2.9968749999999997	0.7000000000000001	0.5906250000000001	2.705208333333333
1062.23	69.68100000000004	Minions	15	1062230	Amusement	positive	18	2.916666666666667	0.6052083333333333	0.6124999999999999	0.8968749999999999	0.6635416666666667	0.6927083333333333	0.5906250000000001	0.5979166666666667	3.098958333333333	0.6197916666666667	3.135416666666667	2.814583333333333
1266.024	44.32100000000014	Blue	3	1266024	\	neutral	14	0.6052083333333333	0.5760416666666667	0.5833333333333333	0.56875	0.5906250000000001	0.5979166666666667	0.5760416666666667	0.5906250000000001	0.9260416666666667	0.8020833333333333	0.7875	2.442708333333333
1369.923	38.94100000000003	Blue	3	1369923	\	neutral	15	0.8677083333333333	0.8677083333333333	0.853125	0.853125	0.8385416666666667	0.7875	0.7729166666666667	0.9916666666666667	1.5020833333333332	1.028125	0.8604166666666666	2.151041666666667
1468.831	43.06900000000019	Blue	3	1468831	\	neutral	16	0.9333333333333333	0.9406249999999999	0.9114583333333334	0.9114583333333334	0.8968749999999999	1.0645833333333332	0.765625	0.6708333333333334	1.5531249999999999	0.8166666666666667	0.65625	1.5677083333333335
1572.899	35.10100000000011	Blue	3	1572899	\	neutral	13	0.9406249999999999	0.9406249999999999	0.9114583333333334	0.9333333333333333	0.9406249999999999	0.9041666666666668	0.8166666666666667	0.9260416666666667	1.6770833333333335	0.74375	0.6489583333333333	2.0343750000000003
1750.566	63.1099999999999	 The Pursuit of Happiness	27	1750566	Tenderness	positive	26	1.0864583333333333	1.8812499999999999	0.9916666666666667	1.0427083333333333	0.9333333333333333	0.853125	0.8020833333333333	1.5166666666666666	2.05625	0.9552083333333332	6.336458333333333	3.529166666666667
1873.46	129.1199999999999	Forrest Gump	8	1873460	Inspiration	positive	20	1.26875	1.1156249999999999	1.0791666666666666	1.1010416666666667	1.1520833333333333	1.203125	1.0718750000000001	1.1083333333333334	1.3927083333333332	0.9625000000000001	6.088541666666666	2.1947916666666667
2061.052	34.11400000000003	My Neighbor Totoro	18	2061052	Joy	positive	23	2.048958333333333	1.3854166666666665	1.1302083333333335	1.1375	1.1812500000000001	1.1958333333333333	1.2833333333333332	1.3343749999999999	1.8520833333333333	0.7291666666666667	3.317708333333333	2.872916666666667
2151.41	55.92100000000028	Modern Times	16	2151410	Amusement	positive	17	1.9614583333333333	0.8020833333333333	0.6927083333333333	1.8375000000000001	0.7875	0.7875	0.7218749999999999	0.7291666666666667	2.428125	0.7291666666666667	6.307291666666666	2.5593749999999997
2346.782	69.38699999999972	Indiana Jones and the Last Crusade	13	2346782	Disgust	negative	5	0.9406249999999999	0.7875	0.7510416666666666	0.7875	0.6270833333333333	1.465625	1.203125	0.4302083333333333	2.4645833333333336	1.1083333333333334	1.2104166666666667	1.7864583333333333
2476.354	63.9350000000004	Documentary about the Nanjing Massacre	6	2476354	Anger	negative	2	0.3572916666666667	0.371875	0.4739583333333333	0.4083333333333333	3.966666666666667	0.31354166666666666	0.3572916666666667	0.4302083333333333	2.6760416666666664	0.74375	4.3531249999999995	2.1291666666666664
2602.744	60.27399999999989	The Shining	23	2602744	Fear	negative	8	0.6197916666666667	0.5979166666666667	0.6197916666666667	0.634375	0.65625	1.70625	1.6916666666666667	0.5614583333333334	2.7270833333333333	1.1375	5.20625	1.1083333333333334
2729.734	60.13099999999986	Departures	5	2729734	Sadness	negative	11	0.9989583333333333	0.9406249999999999	0.9406249999999999	0.9114583333333334	0.8895833333333333	0.9114583333333334	0.9041666666666668	4.498958333333333	2.216666666666667	0.8895833333333333	1.5020833333333332	2.3114583333333334
2969.956	56.065000000000055	The Shining	23	2969956	Fear	negative	7	0.49583333333333335	0.4520833333333334	0.37916666666666665	0.4739583333333333	0.5322916666666666	0.5541666666666667	1.1010416666666667	0.4083333333333333	2.552083333333333	0.8166666666666667	1.1447916666666667	0.8385416666666667
3082.101	45.08799999999974	In Bruges	12	3082101	Sadness	negative	10	0.7072916666666667	0.6635416666666667	0.6708333333333334	0.5979166666666667	0.634375	0.7875	0.678125	0.7000000000000001	2.544791666666667	1.2177083333333334	0.9770833333333333	1.9541666666666666
3182.702	81.1319999999996	The Tokyo Trial	25	3182702	Anger	negative	1	0.5395833333333333	0.5395833333333333	0.5104166666666667	0.5395833333333333	0.9187500000000001	0.6708333333333334	0.56875	0.9114583333333334	2.5229166666666667	0.9552083333333332	1.0354166666666667	1.1666666666666665
3319.758	78.64800000000014	Trainspotting	26	3319758	Disgust	negative	4	0.65625	0.6197916666666667	0.5833333333333333	0.6708333333333334	0.634375	2.625	0.6416666666666666	0.6416666666666666	2.267708333333333	0.984375	0.875	1.2249999999999999
3536.705	90.5590000000002	Hellraiser	11	3536705	Disgust	negative	6	0.56875	0.5177083333333333	0.546875	0.5322916666666666	0.546875	1.7354166666666666	0.6635416666666667	0.6197916666666667	2.5229166666666667	1.3125	2.9093750000000003	2.7781249999999997
3690.242	82.04700000000003	Gangs of New York	9	3690242	Sadness	negative	12	1.2760416666666665	1.203125	1.1666666666666665	1.1156249999999999	1.159375	1.1739583333333332	1.1447916666666667	1.1739583333333332	2.982291666666667	2.9604166666666667	1.8447916666666666	2.8510416666666667
3827.674	105.79700000000003	The Exorcist	21	3827674	Fear	negative	9	0.7729166666666667	0.7729166666666667	0.8166666666666667	0.8093750000000001	0.8239583333333333	0.8822916666666667	0.9333333333333333	0.8895833333333333	2.9677083333333334	2.7197916666666666	2.9604166666666667	2.1947916666666667
3986.974	73.16999999999962	City of Life and Death	4	3986974	Anger	negative	3	0.8968749999999999	0.8020833333333333	0.7729166666666667	0.7364583333333333	1.8739583333333334	0.7145833333333333	0.7510416666666666	0.7510416666666666	3.026041666666667	3.0187500000000003	3.1791666666666667	2.6833333333333336
4084.135	0.0	201	1	4084135	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
